SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,Churn
1,No,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,20,61.6,Yes
0,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,9,79.9,Yes
1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32,96.15,Yes
0,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19,49.6,No
0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),70,65.3,Yes
0,No,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),61,25.0,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,26,45.45,No
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45,107.75,No
0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),62,89.1,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,19.65,Yes
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,3,44.75,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),41,101.6,No
0,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),67,103.15,No
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,1,84.65,Yes
0,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,71,95.65,No
0,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),37,75.1,No
0,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,60,61.35,No
1,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.55,Yes
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),6,19.7,No
0,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,13,31.05,Yes
0,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),11,51.0,No
0,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,7,51.0,Yes
0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,10,88.85,No
0,Yes,No,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),34,20.05,No
0,No,No,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,62,65.1,No
0,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,64,70.15,No
0,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,44.35,Yes
0,No,No,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,25,20.75,No
0,No,No,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,26,56.05,No
0,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),10,19.95,No
0,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,53,98.6,No
0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,7,79.7,Yes
0,No,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33,79.0,No
1,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),71,89.45,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29,74.2,No
0,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24,81.0,No
0,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,20,49.6,No
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,84.6,No
0,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54,55.0,Yes
1,No,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,5,84.85,Yes
0,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,84.2,No
0,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,52,106.3,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,9,69.05,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,45.4,No
1,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,73.65,Yes
0,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,33,73.9,Yes
0,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55,77.75,Yes
0,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,69,99.35,No
0,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,50.75,No
0,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54,87.1,No
0,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,33,20.15,No
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),45,98.7,No
0,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,11,25.2,No
0,No,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),6,55.7,No
0,No,No,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),21,65.35,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),65,25.3,No
1,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,6,84.35,Yes
0,No,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,8,84.95,Yes
0,No,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,11,73.85,Yes
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,43,24.25,No
0,Yes,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),49,51.8,Yes
1,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,46.0,Yes
1,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,15,79.4,Yes
0,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),60,60.5,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),17,25.1,No
1,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),16,71.8,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),35,20.05,No
1,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,44,88.4,Yes
0,Yes,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),12,30.25,No
0,No,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,28,59.9,No
0,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),70,25.15,No
0,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,5,46.0,Yes
0,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),18,101.3,No
0,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),70,76.95,No
0,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,9,55.3,No
1,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),67,92.45,No
0,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,48.45,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,18,19.35,No
0,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),4,51.75,Yes
1,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),71,86.7,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,30,94.4,Yes
0,Yes,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,1,55.7,No
0,No,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),55,84.25,No
0,No,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,59,64.65,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,70.15,Yes
0,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),7,69.2,No
0,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),45,54.65,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),54,24.75,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,51,23.95,No
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),72,105.0,No
0,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),44,59.85,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,20.05,No
0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),66,92.15,No
0,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,68,44.8,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),31,20.9,No
1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21,95.4,No
0,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,21,80.35,No
0,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),55,85.1,No
0,No,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),9,34.7,Yes
1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71,115.05,No
0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,81.1,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,22,19.95,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,20.55,Yes
0,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,61,106.6,Yes
0,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),67,86.15,No
1,No,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,14,78.85,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,59,106.75,Yes
1,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),21,86.55,No
0,No,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,4,42.4,No
0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,89.45,Yes
0,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),70,24.25,No
0,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3,97.9,Yes
1,No,No,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),21,20.5,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20,19.6,No
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),22,20.25,No
0,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,1,55.7,Yes
0,No,No,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,63,20.6,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),70,19.8,No
0,No,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,13,79.8,Yes
0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,5,80.2,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,116.4,No
0,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,13,31.65,No
0,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61,94.15,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,20.65,No
1,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),56,76.85,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,4,20.15,No
0,No,No,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,35,55.25,No
0,Yes,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,18,39.05,Yes
0,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),72,82.15,No
1,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),49,103.0,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44,95.1,No
1,Yes,No,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,3,83.9,Yes
0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,37,95.15,No
0,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,61,79.8,No
0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70,74.8,No
1,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.85,Yes
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,41,20.45,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),70,78.35,No
0,No,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,1,53.55,Yes
0,No,No,No,No,No,No,No,No,No,No,One year,No,Electronic check,51,19.1,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,42,20.0,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),70,93.9,Yes
0,No,No,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),48,19.95,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,68,113.15,Yes
0,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),48,24.0,No
1,Yes,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,26,84.95,Yes
0,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),11,80.5,Yes
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,19.3,Yes
0,No,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,27,19.15,No
1,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),46,91.3,No
0,No,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1,49.65,Yes
0,No,No,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),46,54.35,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25,19.15,No
0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,88.45,Yes
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,13,19.75,No
0,Yes,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),31,75.5,No
0,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,23,83.75,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,19.4,No
0,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),65,26.5,No
1,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22,90.5,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),55,19.15,No
0,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,9,94.85,Yes
0,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),7,69.95,Yes
0,Yes,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,35,40.9,No
0,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,6,80.25,No
0,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,48.6,Yes
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,17,70.8,No
0,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,10,60.2,No
0,No,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),15,55.2,No
1,No,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40,55.8,Yes
0,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),13,54.15,No
0,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29,80.15,Yes
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,75.5,Yes
1,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58,100.4,No
0,No,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),45,62.55,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),72,70.45,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),68,85.5,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,20.2,Yes
0,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,38,54.5,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,20.75,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,11,20.35,No
1,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),20,91.0,No
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,104.8,No
0,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3,74.75,Yes
0,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,23,104.05,Yes
0,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,40,51.1,No
1,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62,89.8,No
0,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,22,20.55,No
0,No,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),11,64.05,No
1,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,7,74.85,No
0,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,13,96.65,Yes
1,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,20.05,Yes
0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39,103.45,Yes
0,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,3,25.0,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),58,20.3,No
0,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,6,26.35,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,19.9,Yes
0,Yes,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,22,54.7,No
0,Yes,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,14,46.35,Yes
0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),64,90.25,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,19.95,Yes
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,6,20.65,No
0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1,79.6,Yes
0,No,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),39,25.45,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,20,19.5,No
0,No,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,75.9,Yes
0,Yes,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,1,76.2,Yes
0,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),64,66.15,No
0,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,19.25,Yes
0,Yes,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46,69.1,No
1,Yes,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,28,39.1,No
0,Yes,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,33,20.05,No
0,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,39,59.8,No
0,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,42,84.3,Yes
0,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,48.6,No
0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,7,79.0,Yes
1,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),70,105.35,No
0,No,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),65,25.1,No
0,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,1,49.75,No
0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18,94.75,No
0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24,93.0,No
0,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),63,71.9,No
0,No,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,44,77.55,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,19.85,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.25,Yes
0,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,37,95.25,No
1,No,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),10,84.6,Yes
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34,25.05,No
0,Yes,No,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),35,53.15,No
0,Yes,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,4,20.15,No
1,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,39,101.25,No
1,Yes,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),43,100.55,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,17,24.1,Yes
0,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),61,25.3,No
0,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,49,71.8,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,4,19.7,No
0,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,64,49.85,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,3,69.6,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,19.75,No
0,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,40,80.8,No
0,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,60.0,Yes
0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,8,86.55,Yes
1,Yes,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,20.85,Yes
1,Yes,No,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),34,64.2,No
0,Yes,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1,35.0,No
0,No,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39,50.75,Yes
1,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),58,105.5,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,45,19.2,No
1,No,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),6,85.15,Yes
0,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),43,90.65,No
